ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"139.162.151.176","elite","AS63949","DE","Linode, LLC","11","Linode, LLC","9050","socks5","4712","1","2022-09-29T23:35:13.511Z","100","89","89"
"46.101.159.153","elite","AS14061","DE","DigitalOcean, LLC","35","Digital Ocean","52570","socks5","4843","1","2022-09-29T23:35:13.510Z","100","108","108"
"128.201.101.90","elite","AS266624","BR","Conexao VIP Telecom","186","Conexao VIP Telecom","6666","socks5","4559","1","2022-09-29T23:35:13.510Z","100","108","108"
"87.106.47.118","elite","AS8560","DE","SCHLUND","9","1&1 Internet AG","7497","socks5","3679","1","2022-09-29T23:35:09.798Z","32","35","108"
"109.234.39.199","elite","AS207651","NL","Hosting technology LTD","14","Vdsina","26115","socks5","4595","1","2022-09-29T23:35:09.788Z","100","102","102"
"140.238.14.143","elite","AS31898","KR","Oracle Corporation","410","Oracle Cloud Infrastructure (ap-seoul-1)","53019","socks5","5063","1","2022-09-29T23:34:58.505Z","40","20","50"
"23.228.98.117","elite","AS46573","US","LayerHost","142","LayerHost","80","socks5","4506","1","2022-09-29T23:34:43.505Z","100","98","98"
"155.138.238.14","elite","AS20473","US","The Constant Company","98","Vultr Holdings, LLC","808","socks5","3128","1","2022-09-29T23:34:39.838Z","100","92","92"
"23.106.124.108","elite","AS59253","SG","Leaseweb Asia Pacific pte. ltd","152","LSW","80","socks5","5198","1","2022-09-29T23:34:36.244Z","52","50","96"
"120.203.162.75","elite","AS9808","CN","China Mobile communications corporation","751","China Mobile","8123","socks5","5106","1","2022-09-29T23:34:32.239Z","96","70","73"
"199.87.210.189","elite","AS395092","US","Shock Hosting LLC","144","Shock Hosting LLC","10601","socks5","5007","1","2022-09-29T23:34:28.497Z","99","108","109"
"27.124.82.1","elite","AS38527","ID","PT. JAWA POS NATIONAL NETWORK MEDIALINK","226","N/A","1080","socks5","4893","1","2022-09-29T23:34:17.118Z","97","94","97"
"147.139.199.251","elite","AS45102","ID","Alibaba.com LLC","161","ALICLOUD-ID","61524","socks5","4813","1","2022-09-29T23:34:09.695Z","99","107","108"
"138.68.236.23","elite","AS14061","US","DigitalOcean, LLC","146","Digital Ocean","3128","socks5","2659","1","2022-09-29T23:34:05.890Z","99","88","89"
"188.165.201.173","elite","AS16276","FR","OVH SAS","4","OVH ISP","51102","socks5","3047","1","2022-09-29T23:34:02.127Z","100","85","85"
"69.163.166.93","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","62764","socks5","1477","1","2022-09-29T23:34:02.112Z","100","82","82"
"85.143.213.2","elite","AS201848","RU","Trader soft LLC","39","TIMES","9050","socks5","5177","1","2022-09-29T23:33:58.425Z","100","50","50"
"194.181.82.37","elite","AS8308","PL","NASK","34","N/A","7497","socks5","4799","1","2022-09-29T23:33:39.245Z","100","85","85"
"100.4.50.233","elite","AS701","US","Verizon Communications","108","MCI Communications Services, Inc. d/b/a Verizon Business","8080","socks5","2068","1","2022-09-29T23:33:35.576Z","97","59","61"
"49.51.69.212","elite","AS132203","US","OPHL","147","Tencent cloud computing (Beijing) Co., Ltd.","21127","socks5","1577","1","2022-09-29T23:33:20.007Z","100","98","98"
"144.91.89.245","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","1981","socks5","4904","1","2022-09-29T23:33:12.636Z","100","82","82"
"185.49.87.116","elite","AS43754","IR","Asiatech Data Transmission company","89","Asiatech Data Transmission company","3128","socks5","1250","1","2022-09-29T23:32:34.496Z","100","14","14"
"47.57.246.250","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","252","Alibaba.com LLC","53213","socks5","4886","1","2022-09-29T23:32:23.098Z","98","106","108"
"69.163.163.6","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","37884","socks5","4678","1","2022-09-29T23:32:15.742Z","100","87","87"
"75.119.203.32","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","52186","socks5","4929","1","2022-09-29T23:31:41.507Z","100","91","91"
"111.1.36.166","elite","AS56041","CN","China Mobile communications corporation","237","China Mobile","82","socks5","4522","1","2022-09-29T23:31:17.982Z","97","88","91"
"104.19.85.214","elite","AS13335","CA","American Registry Internet Numbers","1","American Registry Internet Numbers","80","socks5","5176","1","2022-09-29T23:31:14.225Z","100","96","96"
"139.59.128.40","elite","AS14061","DE","DigitalOcean, LLC","32","Digital Ocean","2016","socks5","4870","1","2022-09-29T23:31:10.271Z","100","95","95"
"83.142.126.147","elite","AS34169","PL","Media-Com Sp. z o.o.","42","Media-Com Sp. z o.o.","80","socks5","4341","1","2022-09-29T23:30:51.566Z","100","89","89"
"187.94.211.15","elite","AS53078","BR","Acesse Comunicação Ltda","203","Acesse Comunicação Ltda","2580","socks5","4119","1","2022-09-29T23:30:35.648Z","100","83","83"
"104.20.123.164","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","4532","1","2022-09-29T23:30:35.641Z","97","74","76"
"51.81.31.168","elite","AS16276","US","OVH SAS","80","OVH US LLC","31715","socks5","4812","1","2022-09-29T23:30:04.870Z","89","68","76"
"45.196.150.155","elite","AS7018","US","AT&T Services, Inc.","80","Kaxy Tech LLC","5432","socks5","3882","1","2022-09-29T23:29:57.351Z","96","47","49"
"110.87.13.5","elite","AS4134","CN","Chinanet","283","Chinanet FJ","23456","socks5","4871","1","2022-09-29T23:29:57.351Z","51","49","96"
"208.113.223.114","elite","AS26347","US","New Dream Network, LLC","82","New Dream Network, LLC","60154","socks5","4246","1","2022-09-29T23:29:57.348Z","100","94","94"
"147.182.229.154","elite","AS14061","US","DigitalOcean, LLC","149","DigitalOcean, LLC","7497","socks5","4850","1","2022-09-29T23:29:49.966Z","99","94","95"
"66.152.171.75","elite","AS35916","US","Multacom Corporation","144","Multacom Corporation","59057","socks5","4694","1","2022-09-29T23:29:42.006Z","100","85","85"
"50.116.14.201","elite","AS63949","US","Linode, LLC","146","Linode","7497","socks5","4556","1","2022-09-29T23:29:38.369Z","100","109","109"
"213.198.238.115","elite","AS8771","RS","YUnet International","38","N/A","8080","socks5","4873","1","2022-09-29T23:29:34.607Z","99","81","82"
"135.125.56.179","elite","AS16276","FR","OVH SAS","7","OVH","25165","socks5","5117","1","2022-09-29T23:29:04.573Z","100","55","55"
"64.90.48.27","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","24650","socks5","4425","1","2022-09-29T23:28:52.684Z","100","105","105"
"113.86.204.187","elite","AS4134","CN","Chinanet","365","Chinanet GD","44844","socks5","4955","1","2022-09-29T23:28:49.029Z","44","47","108"
"200.152.107.104","elite","AS21571","BR","MLS Wireless S/A","222","MLS Projetos de Informatica","1080","socks5","4826","2","2022-09-29T23:28:41.328Z","95","52","55"
"167.99.50.159","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","45788","socks5","5026","1","2022-09-29T23:28:18.921Z","100","108","108"
"46.105.57.149","elite","AS16276","FR","OVH SAS","7","OVH ISP","38046","socks5","5094","1","2022-09-29T23:28:15.175Z","100","70","70"
"117.242.224.163","elite","AS9829","IN","BSNL Internet","184","N/A","5678","socks5","4716","1","2022-09-29T23:28:11.365Z","66","40","61"
"79.143.191.128","elite","AS51167","DE","Contabo GmbH","17","Contabo GmbH","21631","socks5","3978","1","2022-09-29T23:27:52.755Z","100","52","52"
"47.98.151.6","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","251","Aliyun Computing Co., LTD","16144","socks5","5015","1","2022-09-29T23:27:49.011Z","95","103","108"
"203.28.9.107","elite","AS209242","CY","Cloudflare London, LLC","2","Lachtaristo Holdings Limited","80","socks5","5014","1","2022-09-29T23:27:21.926Z","100","108","108"
"207.180.213.101","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","7497","socks5","5056","1","2022-09-29T23:27:06.607Z","100","60","60"
"101.71.154.251","elite","AS4837","CN","China Unicom Zhejiang Province Network","220","N/A","1080","socks5","4949","1","2022-09-29T23:26:51.518Z","100","63","63"
"5.135.178.11","elite","AS16276","FR","OVH SAS","5","OVH","11624","socks5","4964","1","2022-09-29T23:26:16.865Z","100","109","109"
"189.89.209.132","elite","AS28187","BR","Stratus Telecomunicacoes Ltda","237","Stratus Telecomunicacoes Ltda","80","socks5","5121","1","2022-09-29T23:25:57.720Z","79","55","70"
"177.46.198.115","elite","AS28166","BR","Telecom South America S/A","221","Telecom South America S/A","8080","socks5","4565","1","2022-09-29T23:25:50.252Z","92","61","66"
"103.75.185.134","elite","AS135905","VN","Inet software one member company limited","231","Inet software one member company limited","6359","socks5","5022","1","2022-09-29T23:25:23.400Z","94","102","108"
"47.241.238.217","elite","AS45102","SG","Alibaba.com LLC","160","ALICLOUD-SG","1080","socks5","2814","1","2022-09-29T23:25:16.042Z","100","46","46"
"159.138.43.96","elite","AS136907","HK","Huawei International Pte. Ltd.","254","Huawei Cloud Service","1080","socks5","4553","1","2022-09-29T23:25:08.589Z","100","92","92"
"191.211.167.16","elite","AS26599","BR","Vivo","252","TELEF�NICA BRASIL S.A","8080","socks5","4937","1","2022-09-29T23:24:53.567Z","46","31","67"
"101.42.107.214","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","226","Tencent Cloud Computing (Beijing) Co., Ltd","2080","socks5","4700","1","2022-09-29T23:24:53.565Z","87","95","109"
"43.153.174.233","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","231","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4013","1","2022-09-29T23:24:49.936Z","17","11","65"
"95.217.132.133","elite","AS24940","FI","Hetzner Online GmbH","41","HETZNER-DC","3512","socks5","5107","1","2022-09-29T23:24:46.154Z","100","93","93"
"75.119.204.158","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","42863","socks5","3776","1","2022-09-29T23:24:34.852Z","100","108","108"
"66.33.210.111","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","17567","socks5","4706","1","2022-09-29T23:24:34.849Z","100","92","92"
"67.207.75.252","elite","AS14061","DE","DigitalOcean, LLC","26","Digital Ocean","58927","socks5","4935","1","2022-09-29T23:24:16.278Z","100","108","108"
"75.119.204.206","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","30795","socks5","4067","1","2022-09-29T23:23:45.776Z","100","70","70"
"181.40.90.26","elite","AS23201","PY","Telecel S.A.","239","Telecel S.A","999","socks5","4645","1","2022-09-29T23:23:38.092Z","100","108","108"
"121.36.94.70","elite","AS55990","CN","Huawei Cloud Service data center","195","Huawei Cloud Service","28890","socks5","5060","1","2022-09-29T23:23:30.681Z","96","74","77"
"78.46.82.219","elite","AS24940","DE","Hetzner Online GmbH","14","Hetzner","30173","socks5","4822","1","2022-09-29T23:23:19.492Z","100","61","61"
"164.163.32.3","elite","AS265958","BR","Real Telecom Eireli ME - ME","194","Real Telecom Eireli ME - ME","7497","socks5","4789","1","2022-09-29T23:23:11.990Z","96","73","76"
"46.101.230.20","elite","AS14061","DE","DigitalOcean, LLC","20","Digital Ocean","7497","socks5","3281","1","2022-09-29T23:23:08.175Z","100","108","108"
"167.114.195.82","elite","AS16276","CA","OVH SAS","86","OVH Hosting, Inc","3128","socks5","4634","1","2022-09-29T23:23:00.772Z","100","65","65"
"61.177.74.118","elite","AS4134","CN","Chinanet","249","Changzhou JT Newcentury Corp","20001","socks5","5045","1","2022-09-29T23:22:52.735Z","96","67","70"
"159.192.233.69","elite","AS131090","TH","CAT-BB","174","N/A","4145","socks5","4665","1","2022-09-29T23:22:37.907Z","80","60","75"
"222.129.32.31","elite","AS4808","CN","China Unicom Beijing Province Network","261","N/A","57114","socks5","4704","2","2022-09-29T23:22:22.848Z","99","93","94"
"130.185.121.78","elite","AS208006","NL","Softqloud GmbH","11","Softqloud GmbH","3535","socks5","4682","1","2022-09-29T23:22:19.212Z","100","82","82"
"172.98.161.155","elite","AS1239","US","BraveWay LLC","92","Wifiber IKE","21157","socks5","4150","1","2022-09-29T23:22:15.071Z","100","60","60"
"125.212.251.235","elite","AS38731","VN","Viettel Corporation","192","Viettel Group","57335","socks5","4086","1","2022-09-29T23:22:00.018Z","98","52","53"
"51.195.209.238","elite","AS16276","GB","OVH SAS","8","Canya Eric","1080","socks5","5139","1","2022-09-29T23:21:56.503Z","73","56","77"
"134.119.221.137","elite","AS29066","FR","Host Europe GmbH","7","Bogdan Gribov","30884","socks5","4633","1","2022-09-29T23:21:40.749Z","99","89","90"
"51.210.182.122","elite","AS16276","FR","OVH SAS","5","OVH","7497","socks5","5131","1","2022-09-29T23:21:40.749Z","100","86","86"
"46.126.70.47","elite","AS6830","CH","UPC Schweiz GmbH","37","UPC Schweiz GmbH","9050","socks5","3791","1","2022-09-29T23:21:22.203Z","100","77","77"
"140.250.146.239","elite","AS4134","CN","Chinanet","373","Chinanet SD","1080","socks5","4909","1","2022-09-29T23:21:18.535Z","88","77","88"
"170.150.159.18","elite","AS27901","CL","Pacifico Cable SPA.","204","Pacifico Cable SPA","3389","socks5","4294","1","2022-09-29T23:21:18.531Z","100","74","74"
"148.251.51.234","elite","AS24940","DE","Hetzner Online GmbH","15","Hetzner","9050","socks5","2893","1","2022-09-29T23:21:10.739Z","100","97","97"
"49.70.82.204","elite","AS4134","CN","Chinanet","256","Chinanet JS","44844","socks5","4345","1","2022-09-29T23:21:03.180Z","94","64","68"
"8.219.11.125","elite","AS45102","SG","Alibaba (US) Technology Co., Ltd.","325","Alibaba.com Singapore E-Commerce Private Limited","443","socks5","4058","1","2022-09-29T23:20:55.827Z","23","15","65"
"173.244.200.155","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","30109","socks5","5191","1","2022-09-29T23:20:48.001Z","100","108","108"
"64.90.50.79","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","64862","socks5","5047","1","2022-09-29T23:20:47.996Z","100","105","105"
"217.61.129.17","elite","AS50926","ES","Axarnet Comunicaciones","23","CubeNode System","64811","socks5","5119","1","2022-09-29T23:20:14.148Z","100","83","83"
"200.77.186.181","elite","AS61444","CL","Enlaces Regionales de Chile S.A.","211","Enlaces Regionales de Chile S.A","4145","socks5","5179","1","2022-09-29T23:20:10.211Z","100","66","66"
"204.57.112.5","elite","AS22403","US","Trinicom Communications","105","Level 3","80","socks5","4751","1","2022-09-29T23:20:06.501Z","100","67","67"
"45.95.11.233","elite","AS61424","SK","eServer s.r.o.","36","Stark Industries Solutions LTD","12178","socks5","5043","1","2022-09-29T23:19:58.973Z","100","61","61"
"180.158.150.12","elite","AS4812","CN","China Telecom (Group)","351","Chinanet SH","2080","socks5","2311","1","2022-09-29T23:19:21.548Z","93","90","97"
"78.90.19.79","elite","AS35141","BG","A1 Bulgaria EAD","36","Nadevda Megalan","63246","socks5","4475","1","2022-09-29T23:19:21.545Z","100","75","75"
"217.66.223.186","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","395","Fanaptelecom Network","5678","socks5","585","1","2022-09-29T23:19:14.090Z","99","81","82"
"75.119.207.141","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","61438","socks5","4474","2","2022-09-29T23:19:10.377Z","100","88","88"
"43.128.3.115","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","242","Tencent Cloud Computing","1080","socks5","5057","1","2022-09-29T23:19:10.376Z","100","83","83"
"138.197.203.84","elite","AS14061","US","DigitalOcean, LLC","150","Digital Ocean","7497","socks5","4559","1","2022-09-29T23:19:02.767Z","100","60","60"
"104.21.194.182","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","4985","1","2022-09-29T23:18:59.084Z","98","50","51"
"104.255.170.68","elite","AS397373","US","H4Y Technologies LLC","154","N/A","50109","socks5","3024","1","2022-09-29T23:18:51.658Z","100","73","73"
"111.172.234.244","elite","AS138982","CN","China Telecom","261","Chinanet HB","23456","socks5","5083","1","2022-09-29T23:18:03.418Z","94","90","96"
"104.16.143.127","elite","AS13335","CA","American Registry Internet Numbers","1","American Registry Internet Numbers","80","socks5","664","1","2022-09-29T23:17:29.824Z","100","14","14"
"104.129.205.9","elite","AS22616","US","ZSCALER, INC.","97","Zscaler, Inc.","10297","socks5","4167","1","2022-09-29T23:17:26.028Z","95","83","87"
"120.24.52.179","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","357","Aliyun Computing Co., LTD","3128","socks5","5246","1","2022-09-29T23:16:21.145Z","98","49","50"
"68.183.88.14","elite","AS14061","IN","DigitalOcean, LLC","152","DigitalOcean, LLC","7497","socks5","5242","1","2022-09-29T23:16:08.950Z","69","66","96"
"176.236.37.140","elite","AS34984","TR","Superonline Iletisim Hizmetleri A.S.","64","Guneydogu Telekom Internet Bilisim VE Iletisim HIZ TIC LTD","1080","socks5","4975","1","2022-09-29T23:15:53.827Z","100","55","55"
"148.251.73.152","elite","AS24940","DE","Hetzner Online GmbH","15","N/A","9050","socks5","4735","1","2022-09-29T23:15:16.671Z","100","94","94"
"75.119.206.134","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32524","socks5","4951","1","2022-09-29T23:15:12.893Z","100","89","89"
"172.64.86.217","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","4609","1","2022-09-29T23:14:50.559Z","100","83","83"
"47.243.207.3","elite","AS45102","HK","Alibaba (US) Technology Co., Ltd.","253","Alibaba.com LLC","33967","socks5","3168","1","2022-09-29T23:14:31.497Z","99","74","75"
"172.67.187.242","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks5","4933","1","2022-09-29T23:14:23.963Z","100","108","108"
"124.41.240.140","elite","AS17501","NP","WorldLink Communications","177","Wlink Static ENT KTM V1115","59964","socks5","5030","1","2022-09-29T23:14:05.135Z","100","77","77"
"146.56.191.240","elite","AS31898","KR","Oracle Corporation","255","Oracle Cloud Infrastructure (ap-seoul-1)","44884","socks5","5005","1","2022-09-29T23:13:57.479Z","97","94","97"
"199.60.103.160","elite","AS209242","US","Cloudflare London, LLC","2","HubSpot, Inc.","80","socks5","4783","1","2022-09-29T23:13:31.144Z","100","84","84"
"164.52.24.141","elite","AS63199","JP","Capitalonline Data Service (HK) Co","222","N/A","8030","socks5","4929","1","2022-09-29T23:13:08.663Z","98","90","92"
"54.38.195.161","elite","AS16276","PL","OVH SAS","30","OVH Sp. z o. o","63851","socks5","4851","1","2022-09-29T23:13:04.881Z","100","104","104"
"161.35.125.167","elite","AS14061","US","DigitalOcean, LLC","81","DigitalOcean, LLC","7497","socks5","4924","1","2022-09-29T23:13:01.091Z","100","108","108"
"184.82.238.202","elite","AS133481","TH","AIS-Fibre","192","N/A","8080","socks5","2435","1","2022-09-29T23:12:53.601Z","66","31","47"
"208.113.153.30","elite","AS26347","US","New Dream Network, LLC","84","New Dream Network, LLC","46293","socks5","5103","1","2022-09-29T23:12:53.600Z","100","69","69"
"132.148.6.255","elite","AS26496","US","GoDaddy.com, LLC","134","GoDaddy.com, LLC","20859","socks5","3956","1","2022-09-29T23:12:35.238Z","100","85","85"
"119.82.226.232","elite","AS24213","ID","PT. Arsen Kusuma Indonesia","184","N/A","7497","socks5","5045","1","2022-09-29T23:12:23.876Z","98","107","109"
"159.65.187.118","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","53783","socks5","2744","1","2022-09-29T23:12:20.172Z","100","9","9"
"112.45.121.199","elite","AS139080","CN","China Mobile Communications Corporation","281","China Mobile Communications Corporation","8123","socks5","5021","4","2022-09-29T23:12:16.434Z","93","86","92"
"62.179.9.19","elite","AS6830","PL","UPC Poland","34","N/A","5678","socks5","4883","1","2022-09-29T23:12:01.304Z","100","55","55"
"117.86.138.13","elite","AS4134","CN","Chinanet","258","Chinanet JS","20012","socks5","4690","1","2022-09-29T23:11:53.832Z","67","60","89"
"106.14.105.216","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","274","Aliyun Computing Co., LTD","22016","socks5","4788","1","2022-09-29T23:11:46.450Z","93","101","109"
"221.239.50.66","elite","AS17638","CN","ASN for TIANJIN Provincial Net of CT","227","N/A","7302","socks5","4946","1","2022-09-29T23:11:46.449Z","98","94","96"
"75.119.205.218","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","32238","socks5","4525","1","2022-09-29T23:11:42.763Z","100","93","93"
"66.33.210.189","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","17567","socks5","4270","1","2022-09-29T23:11:05.474Z","100","86","86"
"103.75.150.18","elite","AS135475","ID","Pemerintah Kabupaten Banyuasin","194","N/A","8080","socks5","1784","1","2022-09-29T23:10:46.149Z","98","103","105"
"75.119.205.50","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","51833","socks5","2408","1","2022-09-29T23:10:34.852Z","100","67","67"
"144.202.5.48","elite","AS20473","US","The Constant Company","84","Vultr Holdings, LLC","10053","socks5","4923","1","2022-09-29T23:10:16.341Z","100","107","107"
"111.67.197.147","elite","AS4808","CN","China Unicom Beijing Province Network","247","Beijing yiantianxia Network Science&Technology Co Ltd.","6666","socks5","4493","1","2022-09-29T23:10:08.327Z","98","80","82"
"192.81.216.55","elite","AS14061","US","DigitalOcean, LLC","81","Digital Ocean","7497","socks5","5127","1","2022-09-29T23:10:00.640Z","100","65","65"
"103.125.154.233","elite","AS138746","IN","Live Fibernet","174","N/A","8080","socks5","5212","1","2022-09-29T23:09:52.827Z","98","41","42"
"69.163.165.253","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","47876","socks5","5004","1","2022-09-29T23:09:45.247Z","100","108","108"
"75.119.205.47","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","49252","socks5","5065","1","2022-09-29T23:09:26.758Z","100","108","108"
"119.134.110.43","elite","AS4134","CN","Chinanet","368","Chinanet GD","44844","socks5","4860","1","2022-09-29T23:09:26.756Z","92","56","61"
"104.20.75.69","elite","AS13335","CA","American Registry Internet Numbers","2","American Registry Internet Numbers","80","socks5","1027","1","2022-09-29T23:09:00.366Z","100","14","14"
"43.153.175.43","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","231","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","5263","1","2022-09-29T23:08:52.896Z","63","45","72"
"43.153.170.206","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","228","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","5105","1","2022-09-29T23:08:41.583Z","27","16","60"
"58.55.134.85","elite","AS4134","CN","Chinanet","270","Chinanet HB","1080","socks5","4879","1","2022-09-29T23:08:37.888Z","93","80","86"
"168.119.178.134","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","1080","socks5","4909","1","2022-09-29T23:08:34.084Z","89","84","94"
"137.184.51.111","elite","AS14061","US","DigitalOcean, LLC","86","DigitalOcean, LLC","14175","socks5","4443","1","2022-09-29T23:08:19.219Z","100","106","106"
"100.2.109.83","elite","AS701","US","Verizon Online LLC","90","Verizon Online LLC","8080","socks5","5001","1","2022-09-29T23:08:08.162Z","97","58","60"
"217.115.115.170","elite","AS30900","IE","Sternforth Ltd.","26","Webworld","56792","socks5","4473","1","2022-09-29T23:08:00.758Z","94","101","108"
"180.122.151.182","elite","AS4134","CN","Chinanet","256","Chinanet JS","28643","socks5","4698","1","2022-09-29T23:07:57.135Z","89","87","98"
"188.68.52.220","elite","AS197540","DE","netcup GmbH","27","NETCUP-GMBH","9050","socks5","4783","1","2022-09-29T23:07:53.342Z","100","88","88"
"27.128.206.18","elite","AS4134","CN","Chinanet","281","Chinanet HE","7302","socks5","4868","1","2022-09-29T23:07:38.573Z","89","92","103"
"209.250.248.127","elite","AS20473","NL","The Constant Company, LLC","13","Vultr Holdings LLC Amsterdam","45534","socks5","4657","1","2022-09-29T23:07:31.014Z","100","47","47"
"205.196.220.122","elite","AS26347","US","New Dream Network, LLC","80","New Dream Network, LLC","52586","socks5","4422","1","2022-09-29T23:07:23.261Z","99","107","108"
"139.59.93.221","elite","AS14061","IN","DIGITALOCEAN","151","DigitalOcean, LLC","13193","socks5","4488","1","2022-09-29T23:07:11.947Z","100","61","61"
"98.126.214.156","elite","AS4213","US","Krypt Technologies","147","Krypt Technologies","17880","socks5","4842","1","2022-09-29T23:07:00.581Z","94","101","108"
"43.128.174.156","elite","AS132203","IN","Shenzhen Tencent Computer Systems Company Limited","120","Tencent Cloud Computing","443","socks5","4742","1","2022-09-29T23:06:33.546Z","54","35","65"
"47.106.199.156","elite","AS37963","CN","Hangzhou Alibaba Advertising Co","369","Aliyun Computing Co., LTD","6111","socks5","4942","1","2022-09-29T23:06:07.261Z","90","82","91"
"195.154.49.91","elite","AS12876","FR","Online SAS","1","N/A","10423","socks5","5066","3","2022-09-29T23:05:37.043Z","100","91","91"
"114.101.85.92","elite","AS4134","CN","Chinanet","359","Chinanet AH","38801","socks5","5210","1","2022-09-29T23:05:37.030Z","89","55","62"
"46.101.37.189","elite","AS14061","GB","DigitalOcean, LLC","13","Digitalocean","7497","socks5","4965","1","2022-09-29T23:05:29.634Z","100","60","60"
"112.247.105.31","elite","AS4837","CN","China Unicom CHINA169 Shandong Province Network","191","N/A","44844","socks5","4977","6","2022-09-29T23:05:14.498Z","99","67","68"
"121.205.69.62","elite","AS4134","CN","Chinanet","262","Chinanet FJ","21212","socks5","5021","1","2022-09-29T23:05:10.557Z","87","53","61"
"71.221.30.180","elite","AS209","US","CenturyLink Communications, LLC","132","CenturyLink Communications, LLC","17330","socks5","4564","1","2022-09-29T23:05:10.557Z","96","51","53"
"203.30.191.34","elite","AS209242","BZ","Cloudflare London","1","Umpire Associates LTD","80","socks5","4913","1","2022-09-29T23:04:31.997Z","100","108","108"
"183.88.140.227","elite","AS45629","TH","Triple T Broadband Public Company Limited","164","Triple T Broadband Public Company Limited","8080","socks5","5029","1","2022-09-29T23:04:28.200Z","92","47","51"
"51.75.83.94","elite","AS16276","DE","OVH SAS","13","mizbandadehpardazi Mobinh","1080","socks5","5056","1","2022-09-29T23:04:28.201Z","73","80","109"
"217.182.183.154","elite","AS16276","FR","OVH SAS","4","OVH","7497","socks5","3955","1","2022-09-29T23:04:16.516Z","100","65","65"
"192.241.114.212","elite","AS55286","US","B2 Net Solutions Inc.","111","Server Mania Inc","2020","socks5","5148","1","2022-09-29T23:04:16.501Z","100","65","65"
"5.135.191.18","elite","AS16276","FR","OVH SAS","5","OVH","9100","socks5","2421","1","2022-09-29T23:04:05.093Z","100","42","42"
"43.153.170.84","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","246","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4964","1","2022-09-29T23:04:01.457Z","57","34","60"
"188.92.242.99","elite","AS25227","RU","JSC Avantel","43","Avantel, Close Joint Stock Company","8088","socks5","5063","1","2022-09-29T23:03:49.992Z","94","49","52"
"125.161.141.186","elite","AS7713","ID","PT. TELKOM INDONESIA","175","N/A","80","socks5","2879","1","2022-09-29T23:03:15.819Z","100","19","19"
"147.139.133.15","elite","AS45102","ID","Alibaba.com LLC","183","ALICLOUD-ID","61524","socks5","314","2","2022-09-29T23:03:00.953Z","100","92","92"
"77.37.155.85","elite","AS42610","RU","NCNET","50","N/A","1080","socks5","4902","1","2022-09-29T23:03:00.955Z","100","61","61"
"110.136.167.118","elite","AS7713","ID","PT. TELKOM INDONESIA","186","N/A","8080","socks5","4782","1","2022-09-29T23:02:57.053Z","70","49","70"
"213.136.69.153","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","63791","socks5","3855","1","2022-09-29T23:02:53.170Z","100","60","60"
